FileName,NWorksheets,NFunctions,NUniqueFunctions,Ncells,NNonEmptyCells,Nformulas,NUniqueFormulas,NRelatedWorksheets,NErrorCells,NNamedRanges,NUDFs, NFormulasReferring,NFormulasReferred,NFormulasOnce,NFormulasMore,NFormulasMost,NFunctionUsingList9
andy_zipper__227__GLOBAL PRODUCTS CRUDE 5-30-01 EM.xls,2,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__228__GLOBAL PRODUCTS CRUDE 5-30-01 VOL EM.xls,2,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__229__EOL COMMODITY BREAKOUT 5-30-01 EM.xls,4,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__230__DEAL BREAKDOWN ANALYSIS 5-30-01 EM.xls,3,18,3,595,558,473,115,2,0,0,0,115,127,8,150,27,0
andy_zipper__231__Global_Prod 5-31-01 EM.xls,7,0,0,5169,5169,8,8,7,0,0,0,8,3,8,0,1,0
andy_zipper__232__ENW AA Program.xls,3,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__233__Trader & Products 5-31-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__234__optionstot6-1.xls,7,26,2,15326,15326,48,46,0,0,0,0,45,21,45,1,3,0
andy_zipper__235__eEuropean WEMR 300501.xls,11,0,0,20638,20638,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__236__eLondonGlobalWEMR(2)-30-05-01.xls,5,0,0,8457,8457,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__237__eLondonWEMRCharts-05-30-01.xls,18,0,0,8248,8248,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__238__DYNEGY-ICE VOL May31.xls,16,60,17,176375,174610,10100,64,24,0,1,0,48,41,47,20,9990,3
andy_zipper__239__Trader & Products 6-1-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__240__New Weekly Report .xls,13,382,6,4352,4352,735,269,1,0,0,0,259,257,161,156,18,0
andy_zipper__241__New Weekly Report .xls,14,417,6,4768,4768,806,294,1,0,0,0,283,280,175,173,18,0
andy_zipper__242__DYNEGY-ICE VOL Jun1.xls,16,60,17,166395,164615,10100,64,24,0,1,0,48,41,47,20,9990,3
andy_zipper__243__Global_Prod 6-4-01 EM.xls,7,0,0,5417,5417,8,8,7,0,0,0,8,3,8,0,1,0
andy_zipper__244__DYNEGY-ICE VOL Jun4.xls,16,62,17,160001,158123,10100,66,25,0,2,0,50,43,50,19,9990,3
andy_zipper__245__Trader & Products 6-4-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__246__DYNEGY-ICE VOL Jun5.xls,16,55,13,181083,179105,10101,68,24,0,1,0,52,40,53,19,9990,3
andy_zipper__247__Trader & Products 6-5-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__248__Global_Prod 6-5-01 EM.xls,7,0,0,5359,5359,8,8,7,0,0,0,8,3,8,0,1,0
andy_zipper__249__Trader & Products 6-6-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__250__Global_Prod 6-6-01 EM.xls,7,0,0,5374,5374,8,8,7,0,0,0,8,3,8,0,1,0
andy_zipper__251__NA GAS AND POWER-REGION BREAKOUT 06-07-01 EM.xls,6,0,0,36,36,4,4,4,0,0,0,4,2,4,0,1,0
andy_zipper__252__GLOBAL PRODUCTS 6-07-01 EM.xls,2,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__253__GLOBAL PRODUCTS CRUDE 6-07-01 EM.xls,3,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__254__GLOBAL PRODUCTS CRUDE 6-07-01 VOL EM.xls,3,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__255__EOL COMMODITY BREAKOUT 6-07-01 EM.xls,4,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__256__DEAL BREAKDOWN ANALYSIS 6-07-01 EM.xls,3,18,3,595,558,473,115,2,0,0,0,115,127,8,150,27,0
andy_zipper__257__Amerex Analysis.xls,3,0,0,148,148,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__258__Broker detail 4-19-2001.xls,3,2,2,1924,1924,16,2,0,0,0,0,2,3,0,4,12,0
andy_zipper__259__Broker detail 4-23-01.xls,4,6,4,2704,2704,18,4,0,0,0,0,2,5,2,4,12,0
andy_zipper__260__Broker detail 4-24-01.xls,4,6,4,3148,3148,18,4,0,0,0,0,2,5,2,4,12,0
andy_zipper__261__Broker detail 4-25-01.xls,4,6,4,3726,3726,18,4,0,0,0,0,2,5,2,4,12,0
andy_zipper__262__Broker detail 4-26-01.xls,4,6,4,4700,4700,18,4,0,0,0,0,2,5,2,4,12,0
andy_zipper__263__Broker detail 4-27-01 .xls,5,6,4,5227,5227,18,4,0,0,0,0,2,5,2,4,12,0
andy_zipper__264__Broker detail 5-11-01.xls,5,6,4,9247,9247,22,4,0,0,0,0,2,5,1,5,12,0
andy_zipper__266__Broker detail 5-29-01.xls,6,17,11,20295,20294,128,9,1,0,0,0,2,9,5,4,114,3
andy_zipper__267__Broker detail 5-30-01.xls,6,17,11,26284,26283,4748,9,1,0,0,0,2,9,4,5,4700,3
andy_zipper__268__Broker detail 5-31-01.xls,6,17,11,27392,27391,4748,9,1,0,0,0,2,9,4,5,4700,3
andy_zipper__269__Broker detail 6-1-01.xls,6,17,11,27926,27925,4748,9,1,0,0,0,2,9,4,5,4700,3
andy_zipper__270__Broker & Exchange Detail 6-6-01.xls,8,21,11,32494,32493,4772,11,1,0,0,0,2,13,3,8,4700,3
andy_zipper__271__EOL Prospects2.xls,3,0,0,310,310,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__272__NGLPlayers.xls,3,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__273__Sales Funnel2.xls,3,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__274__Sales Funnel2.xls,3,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__275__Team Prospect List.xls,3,2,2,34226,34202,3059,2,1,0,1,0,1,1,0,2,2963,0
andy_zipper__276__Haney Prospects -- 5-01.xls,4,0,0,463,463,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__277__Allario Prospects -- 6-01.xls,4,0,0,338,338,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__278__temp2.xls,2,1,1,37,36,1,1,0,0,0,0,1,0,1,0,1,0
andy_zipper__285__Book1.xls,3,5,3,51,51,5,5,0,0,0,0,5,4,5,0,1,0
andy_zipper__286__Book1.xls,3,6,3,52,52,6,6,0,0,0,0,6,7,6,0,1,0
andy_zipper__287__Mar Apr straddle spread.xls,7,32,4,6952,6950,298,36,5,0,0,0,36,42,15,22,67,1
andy_zipper__288__seats.xls,3,7,2,22,22,7,7,0,0,0,0,7,9,7,0,1,0
andy_zipper__289__US Gas Stack & Website for New Version 121401.xls,3,0,0,1247,1247,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__290__AGA.xls,4,8,1,3720,3720,866,8,3,0,0,0,8,16,3,5,841,0
andy_zipper__291__NYMEX Straddles.xls,3,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__292__NYMEX Straddles.xls,3,0,0,227,227,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__293__NYMEX Straddles.xls,3,0,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__294__NYMEX Straddles.xls,3,0,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__295__NYMEX Straddles.xls,3,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__296__02.05.02.xls,5,0,0,450,450,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__297__02.06.02.xls,5,0,0,456,456,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__298__NYMEX Straddles.xls,3,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__299__Success-TradeLog.xls,1,0,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__301__NYMEX Straddles.xls,3,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__302__NYMEX NG Straddle email.xls,3,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__317__Nov-28-00.xls,1,1,1,125,124,1,1,0,0,0,0,1,0,1,0,1,0
andy_zipper__340__Proforma.xls,3,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__341__Libor 101501.xls,3,0,0,724,724,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__342__COF Curves for Andy Zipper.xls,3,0,0,1986,1986,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__343__New Co Nuke outage stress.xls,5,11,3,6412,6412,14,13,0,0,0,0,13,7,12,2,2,0
andy_zipper__344__NYMEX Straddles.xls,3,0,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__345__NYMEX Straddles.xls,3,0,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__348__NYMEX Straddles.xls,3,0,0,235,235,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__349__NYMEX Straddles.xls,3,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__350__NYMEX Straddles.xls,3,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__351__NYMEX Straddles.xls,3,0,0,232,232,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__352__NYMEX Straddles.xls,3,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__353__NYMEX Straddles.xls,3,0,0,227,227,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__422__Positions_10_15.xls,1,0,0,535,535,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__423__Positions_10_16.xls,1,0,0,540,540,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__424__Positions_10_17.xls,1,0,0,545,545,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__425__Positions_10_18.xls,1,0,0,545,545,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__426__Positions_10_19.xls,1,0,0,545,545,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__427__Positions_10_22.xls,1,0,0,560,560,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__428__Positions_10_23.xls,1,0,0,565,565,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__443__11_16_01LO.xls,3,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__446__11_16_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__449__11_16_01LO.xls,3,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__452__11_16_01LO.xls,3,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__455__NYMEX Straddles.xls,3,0,0,237,237,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__458__11_21_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__461__11_26_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__464__11_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__467__11_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__468__11_26_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__469__11_26_01OH.xls,3,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__476__11_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__479__11_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__482__11_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__483__11_26_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__484__11_26_01OH.xls,3,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__491__11_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__494__11_26_01ON.xls,3,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__497__11_26_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__498__11_26_01OH.xls,3,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__503__11_27_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__506__11_27_01ON.xls,3,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__509__11_27_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__511__11_27_01OH.xls,3,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__518__11_27_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__521__11_27_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__524__11_27_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__527__NYMEX Straddles.xls,3,0,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__530__Broker & Exchange Detail 11-27-01 EM.xls,5,0,0,745,745,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__533__11_28_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__535__11_28_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__540__11_19_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__543__11_19_01LO.xls,3,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__546__11_19_01LO.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__547__11_19_01GO.xls,3,0,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__548__11_19_01OH.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__555__11_19_01LO.xls,3,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__558__11_19_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__561__11_19_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__564__11_19_01LO.xls,3,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__567__11_19_01LO.xls,3,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__568__11_19_01GO.xls,3,0,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__569__11_19_01OH.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__576__11_19_01ON.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__579__Global_Prod 11-16-01 EM.xls,7,0,0,18814,18814,8,8,7,0,0,0,8,3,8,0,1,0
andy_zipper__582__Broker & Exchange Detail 11-19-01 EM.xls,5,0,0,758,758,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__585__11_20_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__588__11_20_01ON.xls,3,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__591__11_20_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__592__11_20_01GO.xls,3,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__593__11_20_01OH.xls,3,0,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__600__11_20_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__603__11_20_01ON.xls,3,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__606__11_20_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__609__11_20_01ON.xls,3,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__612__NYMEX Straddles.xls,3,0,0,237,237,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__615__11_20_01GO.xls,3,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__616__11_20_01OH.xls,3,0,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__621__Broker & Exchange Detail 11-20-01 EM.xls,5,0,0,750,750,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__624__11_21_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__627__11_21_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__628__11_21_01OH.xls,3,0,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__633__11_21_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__636__11_21_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__639__Broker & Exchange Detail 11-21-01 EM.xls,5,0,0,761,761,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__642__NYMEX Straddles.xls,3,0,0,237,237,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__645__11_21_01ON.xls,3,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__648__11_21_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__649__11_21_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__650__11_21_01OH.xls,3,0,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__657__NYMEX Straddles.xls,3,0,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__660__Broker & Exchange Detail 11-26-01 EM.xls,5,0,0,724,724,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__663__11_27_01GO.xls,3,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__664__11_27_01OH.xls,3,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__713__9-26-01 COB position.xls,3,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__714__Asian Options.xls,14,10,3,580,580,8,6,0,0,0,0,6,8,4,2,2,1
andy_zipper__715__Matrix of Long-Term Exotic Options Trades.xls,1,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__716__10_10_01LO3.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__717__10_11_01ON1.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__725__Broker & Exchange Detail 10-23-01 EM.xls,5,0,0,719,719,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__726__Positions_10_15.xls,1,0,0,535,535,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__733__LAXData102401.xls,3,2,2,116,116,6,2,0,0,0,0,2,2,0,2,4,0
andy_zipper__734__10_29_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__735__10_29_01ON.xls,3,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__736__10_29_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__737__10_29_01GO.xls,3,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__738__10_29_01OH.xls,3,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__739__10_29_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__740__10_29_01ON.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__741__10_29_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__742__10_29_01ON.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__743__10_29_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__744__10_29_01GO.xls,3,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__745__10_29_01OH.xls,3,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__746__Broker & Exchange Detail 10-29-01 EM.xls,5,0,0,734,734,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__747__Global_Prod 10-26-01 EM.xls,7,0,0,14691,14691,8,8,7,0,0,0,8,3,8,0,1,0
andy_zipper__748__Global_Prod 10-23-01 EM.xls,7,0,0,13833,13833,8,8,7,0,0,0,8,3,8,0,1,0
andy_zipper__750__10_23_01ON.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__751__10_23_01LO.xls,3,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__752__10_23_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__753__10_23_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__754__10_23_01OH.xls,3,0,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__755__10_23_01ON.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__756__10_23_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__757__10_23_01ON.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__758__10_23_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__759__10_23_01ON.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__760__10_23_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__761__10_23_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__762__10_23_01OH.xls,3,0,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__763__10_24_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__764__10_24_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__765__10_24_01GO.xls,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__766__10_24_01OH.xls,3,0,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__767__10_24_01ON.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__768__10_24_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__769__summary.xls,10,60,4,2522,2520,115,20,0,0,0,0,20,22,1,19,6,0
andy_zipper__770__10_24_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__771__10_24_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__772__10_24_01ON.xls,3,0,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__773__10_24_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__774__NYMEX Straddles.xls,3,0,0,237,237,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__775__10_24_01GO.xls,3,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__776__10_24_01OH.xls,3,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__777__Broker & Exchange Detail 10-24-01 EM.xls,5,0,0,712,712,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__778__10_25_01LO.xls,3,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__779__10_25_01LO.xls,3,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__780__10_25_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__781__Positions.xls,1,0,0,3132,3132,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__782__10_25_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__783__Positions.xls,1,0,0,12312,12312,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__784__10_25_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__785__10_25_01ON.xls,3,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__786__NYMEX Straddles.xls,3,0,0,239,239,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__787__10_25_01OH.xls,3,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__788__10_25_01GO.xls,3,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__789__Broker & Exchange Detail 10-25-01 EM.xls,5,0,0,722,722,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__790__10_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__791__10_26_01ON.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__792__10_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__793__10_26_01ON.xls,3,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__794__10_26_01LO.xls,3,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__795__10_26_01GO.xls,3,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__796__10_26_01OH.xls,3,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__797__10_26_01ON.xls,3,0,0,113,113,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__798__Broker & Exchange Detail 10-26-01 EM.xls,5,0,0,709,709,0,0,0,0,0,0,0,0,0,0,0,0
andy_zipper__799__Global_Prod 10-24-01 EM.xls,7,0,0,14118,14118,8,8,7,0,0,0,8,3,8,0,1,0
barry_tycholiz__814__calpinepayment.xls,3,0,0,133,133,1,1,0,0,0,0,1,1,1,0,1,0
barry_tycholiz__823__alberta cumulative field receipts.xls,2,0,0,1157,1157,0,0,0,0,0,0,0,0,0,0,0,0
barry_tycholiz__824__PGT LC Shippers and Calcs.xls,3,2,1,137,133,4,3,0,0,0,0,3,2,2,1,2,0
barry_tycholiz__825__Financial Products.xls,3,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
barry_tycholiz__826__Financial Products.xls,3,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0
barry_tycholiz__827__Retention Payments.xls,3,16,3,275,272,27,16,0,0,0,0,16,17,13,4,7,0
barry_tycholiz__828__Denver Cash Mgmt1.xls,2,6,3,225,223,6,5,0,0,0,0,4,3,4,1,2,0
