Row Labels, NWorksheets, NFormulas, NRelatedWorksheets, NErrorCells, NNamedRanges, NFormulasReferring, NFormulasReferred, NFormulasOnce, NFormulasMore, NFormulasMost, NFunctions, NUDF, NFunctionsUsingList9
134528_Navy2.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134530_Navy3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134531_EDITED_Navy4.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134532_Naval Update 070611.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134536_finished book.xls,1,31,0,0,0,19,10,31,0,1,31,0,0
134538_Navy9.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134542_edited_Navy8.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134562_Naval Update 070611.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134565_Navy9.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134566_Navy5.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134568_Navy5.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134571_updated PG ships.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
134578_CRCC.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134618_China Railway Construction Corporation.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
134639_ATL_BOOK.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
134640_CV Locations 110629.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134641_Navy4.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134649_CV Locations 110629.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134659_Egypt timeline.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134660_Navy2.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134661_edited_CVlocations_7-13-11Navy2-1.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134669_Imports and Exports.xls,6,0,0,0,0,0,0,0,0,0,0,0,0
134675_edited_Navy6.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134694_Chinese Investments.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1347_GIA-CIS Metrics Nov06.xls,29,2407,0,0,0,407,383,740,320,9,1025,0,0
134704_TEXAS METH.xls,3,40,0,0,0,7,7,34,3,2,37,0,0
134713_edited_ CV Locations 110629.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134717_edited_Navy5.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134718_Navy6.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134724_Navy7.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134737_Copy of Research Sources.xls,16,0,0,0,0,0,0,0,0,0,0,0,0
134758_updated Egypt timeline.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134759_Naval Update 070611.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134763_Spanish Gas 1990-2010.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134764_BalkanCapitalFlows.xls,4,18,0,0,0,3,5,3,3,8,13,0,0
134788_TEXAS METH.xls,3,46,0,0,0,8,15,34,9,6,38,0,0
134794_Navy3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1348_Subscription Report 10-31-06.xls,2,10,0,0,0,5,1,2,3,3,4,0,0
134802_2011 Voucher form.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
134810_Kazakhstant Attack Timeline.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134811_AttacksKAZAKH.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134815_PRIMO SEPT EXPENSE REPORT-1.xlsx,2,49,0,6,0,13,6,11,2,19,13,0,0
134834_Kazakhstant Attack Timeline.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134840_EDITED Navy7.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134842_STRATFOR Company Directory -  JANUARY 2011.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
134848_STRATFOR Company Directory -  JANUARY 2011.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
134884_edited CV Locations 110413.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134885_edited Copy of CV Locations 110504.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1349_Subscription Report 11-03-06.xls,2,7,0,0,0,5,2,4,1,3,4,0,0
134900_Greece Privati.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134918_CV Locations 110413.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134937_Copy of ADP Spanish Net Assessment Group FINAL.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134938_AttacksKAZAKH.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134939_Jund Al-Khilaf.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134942_Edited-Navy-110921.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134948_CEd - Navy-111026.xls,3,2,0,0,0,0,0,2,0,1,2,0,0
134949_edited CV Locations 110413.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134956_Navy Update 11-22-2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134976_Navy-111116-edited.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134978_Jan 25 - Feb 11 Stratfor Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134979_2.11 - 2.25.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134982_Stratfor Expense Report-FebAC.xls,2,12,0,0,0,7,5,6,4,2,11,0,0
134983_1.26 - 2.10.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
"134987_Time Sheet 1 - March 8, 2011.xlsx",3,33,0,0,0,4,12,2,5,27,8,0,1
134988_2.28 - 3.10.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134993_STRATFOR INVOICE 031011.xls,1,10,0,0,0,4,12,2,5,4,6,0,0
134994_Victoria Allen 23-28Feb2011 Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134998_3.11 - 3.25.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
1350_Subscription Report 9-22-06.xls,2,7,0,0,0,5,2,4,1,3,4,0,0
135001_Guardian - 04-01-11 to 04-30-11.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135003_3.26-4.09.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135004_Stratfor Invoice KCP 32611 to 41011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
135006_Expense Report.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135008_3.27 - 4.8.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135013_Brazil Move 2 April 2011.xls,2,9,0,0,0,7,4,5,3,2,9,0,0
135015_bills.xls,3,1,0,0,0,1,0,1,0,1,2,0,0
135016_SN 110605 Austin trip.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135019_Pay2File - 5-15-2011.xls,3,2,0,0,0,1,0,0,1,2,1,0,0
135020_Contribution 5-15-2011.xls,1,8,0,0,0,7,3,6,1,2,7,0,0
135022_STRATFOR Expense Report Form 2011.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135027_Vendor Master Data Form.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
135029_Final Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135032_Austin Trip - .xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135039_STRATFOR INVOICE 052511.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135051_Noonan Expenses- China IPR.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135053_110516-mackenzie.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
135054_Stech - 20110607 - Stratfor Expense Report.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135058_Nigeria expenses 110509.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135069_3.11-3.25.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135090_STRATFOR INVOICE 061011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135097_Stratfor Invoice KCP 6 11 to 25 11.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
135098_Benjamin Preisler - Expense Report.xlsx,2,55,0,0,0,8,7,4,5,20,11,0,0
1351_Customer Service Report-Nov06.xls,3,101,0,0,0,53,48,14,40,6,51,0,0
135100_JDTimesheet6_25_11-1.xlsx,1,23,0,0,0,4,8,2,3,19,5,0,0
135103_STRATFOR INVOICE 062511.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135116_STRATFOR INVOICE 071011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135123_HSA Contributions 7-15-2011.xlsx,1,4,0,0,0,3,2,2,2,2,3,0,0
135125_Pay2File - 7-15-2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135130_Renato Whitaker - Expense Report Form 7-31-2011.xlsx,2,55,0,0,0,8,7,4,5,20,11,0,0
135132_STRATFOR INVOICE 072511.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135133_Christopher O%27.xlsx,2,55,0,0,0,8,7,4,5,20,11,0,0
135139_STRATFOR Expense Report Form 2011.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135145_STRATFOR Expense Report 110717.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135147_Guardian - 8-01-2011.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135156_Expense Report.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135159_2011 - Texas Capital Bank Credit Card.xlsx,5,0,0,0,0,0,0,0,0,0,0,0,0
135165_GE Energy calculation.xlsx,1,14,0,0,0,6,7,1,6,5,10,0,0
135166_2011 - Texas Capital Bank Credit Card.xlsx,7,1,0,0,0,1,0,1,0,1,1,0,0
135168_CIS Update 6-1-11.xls,3,4,0,0,0,4,15,4,0,1,4,0,0
135170_6-2011 Credit Cards.xlsx,19,2411,16,0,0,120,112,26,110,211,138,0,0
135175_New Customer Form.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
"135176_564, May, 2011.xls",4,110,0,0,0,18,32,2,30,32,35,0,1
"135177_568, May, 2011.xls",4,58,0,0,0,14,18,2,16,12,27,0,1
135178_6.15.11 Payroll.xlsx,3,101,0,0,0,16,20,10,10,25,25,0,0
"135180_535, June 2011.xls",4,69,0,0,0,13,20,1,20,15,25,0,1
"135181_512, May, 2011.xls",4,45,0,0,0,14,15,4,13,11,27,0,1
"135182_533, May, 2011.xls",4,54,0,0,0,11,17,1,17,12,21,0,1
"135183_531, May, 2011.xls",4,145,0,0,0,21,38,1,38,43,41,0,1
"135184_513, May, 2011.xls",4,18,0,0,0,8,9,0,9,4,15,0,1
"135186_564, June 2011.xls",4,120,0,0,0,19,34,5,29,34,36,0,1
135190_CIS Update 8-1-11.xls,3,5,0,0,0,3,2,1,2,2,3,0,0
"135191_514, June 2011.xls",4,132,0,0,0,21,33,3,31,31,41,0,1
135193_2011 - AMEX %28V.xls,1,8,0,0,0,0,0,6,1,2,0,0,0
135194_Expense Report.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135196_July Credit Card.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
135201_Book1.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
135205_Dell Balance Statement.xls,1,5,0,0,0,5,5,5,0,1,5,0,0
135206_US PHONE BILL 2011 EXPENSE REPORT-1.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135215_STRATFOR INVOICE 082511.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135217_taxi 1.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135218_Sept rent.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135220_AUGUST - IT.xls,2,63,0,0,0,0,0,55,4,2,1,0,0
135233_Stratfor Service Agreement - ACC - APG Asymmetric Warfare.xls,2,1,0,0,0,1,1,1,0,1,0,0,0
135263_Stratfor Archived Data.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
135269_2011 EXPENSE REPORT - Poland and Belarus.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135270_NH - Moving Expenses.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135273_2011 EXPENSE REPORT - Romania and Moldova 2.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
"135274_841, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135278_568, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135279_566, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135282_561, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135283_565, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135284_533, June 2011.xls",4,53,0,0,0,11,16,1,18,13,21,0,1
"135285_531, June 2011.xls",4,166,0,0,0,26,41,6,36,54,51,0,1
"135286_513, June 2011.xls",4,30,0,0,0,8,9,0,9,8,15,0,1
"135287_512, June 2011.xls",4,49,0,0,0,13,15,2,15,13,25,0,1
135289_Invoice_List_by_Date.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135294_TAXI 2011 EXPENSE REPORT-1.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
"135296_514, August 2011.xls",2,152,0,0,0,8,32,31,17,40,10,0,1
"135297_511, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135298_531, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135299_512, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
1353_Lifetime Subs.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
"135300_533, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135301_563, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135302_562, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
135303_Invoice_List_by_Date.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135306_Invoice_List_by_Date.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
"135308_514, July 2011.xls",2,201,0,0,0,22,37,3,36,67,43,0,1
135309_Budget vs Actu.xls,3,821,0,0,0,36,165,124,74,159,39,0,1
"135311_564, August 2011.xls",2,102,0,0,0,6,25,21,10,26,8,0,1
"135312_841, August 2011.xls",2,68,0,0,0,6,11,6,13,17,7,0,1
135313_2011 EXPENSE REPORT - Poland and Belarus 1.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135318_STRATFOR Time Sheet_Siree092511.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135321_2011 EXPENSE REPORT - sept - Antonia .xlsx,2,50,0,0,0,14,8,14,2,18,16,0,0
135323_2011 EXPENSE REPORT - aug - Antonia .xlsx,2,48,0,0,0,14,6,12,2,18,14,0,0
135329_Sept 2011 Aust.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
13533_Self-Employed.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135333_CIS Update 10-1-11.xlsx,1,5,0,0,0,4,7,3,1,2,4,0,0
135334_2011 - Corporate AMEX - IT.xls,4,198,0,0,0,4,68,139,22,10,5,0,0
135335_STRATFOR Time Sheet_Siree101011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135347_Navy-111109.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135349_2011 EXPENSE REPORT - Ukraine Moldova and Baltics.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135359_2011 EXPENSE REPORT.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135366_Nov. 2011 Aust.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135368_NH - Oct Expenses.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135369_STRATFOR Time Sheet_Siree102511.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
13537_soy research excel.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
135370_401k totals.xlsx,1,75,0,0,0,5,8,5,5,21,10,0,0
135371_HSA - YTD.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
135375_TS_20111025.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135377_2011 EXPENSE REPORT.xls,2,48,0,0,0,3,4,12,2,18,14,0,0
135385_2011 - Corporate AMEX - IT.xls,7,383,0,0,0,9,107,146,106,4,12,0,0
135392_2011 EXPENSE REPORT - 8-01-2011.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135397_BlackSwanOCT.xls,1,2,0,0,0,2,1,2,0,1,2,0,0
1354_GIA-CIS Metrics Oct06.xls,11,889,0,0,0,154,136,276,120,9,367,0,0
135401_TS_20111110.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135404_HSA Contributions 10-31-2011.xlsx,1,4,0,0,0,3,2,2,2,2,3,0,0
135405_Pay2File - 10-31-2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135408_Pay2File - 11-15-2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135410_HSA Contributions 11-15-2011.xlsx,1,4,0,0,0,3,2,2,2,2,3,0,0
135424_2011 EXPENSE REPORT - nov - Antonia .xlsx,2,51,0,0,0,14,9,15,2,18,17,0,0
135434_TS_20111123.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
"135440_TWC, YTD 2011.xlsx",3,527,0,0,0,28,57,27,33,185,40,0,1
135445_Book research expenses November.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135446_health insurance expense report November.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135453_HSA - YTD v1.xlsx,5,0,0,0,0,0,0,0,0,0,0,0,0
135459_LIFE INS.xlsx,3,205,0,0,0,7,8,2,7,49,11,0,0
135460_HSA - YTD v1.xlsx,5,0,0,0,0,0,0,0,0,0,0,0,0
135462_15 Payroll Items.xlsx,9,420,0,0,0,8,10,2,10,94,20,0,0
135464_Employee Org Chart as of CYE.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
135468_TS_20111209.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135480_Final Quarterly Tax Reconciliations.xlsx,6,1150,0,0,0,32,50,79,33,89,151,0,1
135495_Voucher form.xls,2,11,0,0,0,7,4,5,4,2,10,0,0
135502_Mar 28 - Apr 14 Stratfor Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135503_Noonan Expenses- China IPR.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135505_Expense Report - april - Antonia.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135506_LFG - May 2011.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135515_Stratfor Invoice KCP 5 25 to 6 10 11.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
135518_Expense Report - june trip to Austin included - Antonia.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135527_SN Expenses 10605 follow up.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135539_Aug 2011 Austi.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135548_CIS Update 5-1-11.xls,3,2,0,0,0,2,0,2,0,1,4,0,0
135552_Expense Report.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135570_Jen%27s house ex.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135571_STRATFOR INVOICE 091011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
"135576_564, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
"135577_561, June 2011.xls",4,69,0,0,0,15,21,2,20,17,29,0,1
"135578_566, June 2011.xls",4,53,0,0,0,11,16,1,16,13,21,0,1
"135579_568, June 2011.xls",4,58,0,0,0,14,18,2,16,12,27,0,1
"135580_565, June 2011.xls",4,67,0,0,0,16,23,4,18,13,30,0,1
135581_Invoice_List_by_Date.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135583_Simply Styles lease 465822 l Invoice.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135588_2011 EXPENSE REPORT - Ukraine Rent.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135591_HSA Contributions 9-30-2011.xlsx,1,4,0,0,0,3,2,2,2,2,3,0,0
135592_Pay2File - 9-30-2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135597_Stratfor Invoice KCP 9 26 to 10 10 11.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
1356_GIA-CIS Metrics Dec06.xls,14,1222,0,0,0,199,197,398,156,9,520,0,0
135600_September-October Jaclyn Blumenfeld expenses.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135606_2011.xls,1,33,0,0,0,3,9,1,5,28,4,0,0
"135613_TWC, YTD 2011.xlsx",3,212,0,0,0,22,30,25,9,92,31,0,0
135618_Contract Query Results.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135619_111121 CartelSeminarRice EXPENSE REPORT.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135622_Feb 2011 Austin Trip final.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135626_2011 EXPENSE REPORT.xlsx,2,50,0,0,0,14,6,12,2,19,14,0,0
135630_SN Indo Expense Report 2.xls,2,11,0,0,0,7,4,4,4,3,9,0,0
135636_3.26-4.09.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135641_Stratfor Expense Report - Kevin Stech - 2011 April.xls,2,9,0,0,0,7,4,5,3,2,9,0,0
135644_Guardian - December 2011.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135646_Nov23-dec10STRATFOR Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135656_NH - May June Expenses.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135658_EXPENSE REPORT_12_11 Book.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
13566_cee banking asset ownership profiles - master.xlsx,4,324,1,0,0,2,5,0,3,316,3,0,1
135664_4.26 - 5.6.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
13567_europe debt - cee fx lending totals.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
135674_Southeast Asia 06242011.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135682_UPDATED - Expense Report - Ukraine.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135684_HSA Contributions 7-31-2011.xlsx,1,4,0,0,0,3,2,2,2,2,3,0,0
135686_Pay2File - 7-31-2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135692_Corporate Orde.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135693_CIS Update 4-1-11.xls,3,3,0,0,0,3,3,3,0,1,5,0,0
135694_Misc  journal entries.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
135695_CIS Update 5-1-11.xls,3,4,0,0,0,4,12,4,0,1,4,0,0
1357_Customer Service Report.December.xls,3,500,2,0,0,162,150,44,121,66,159,0,0
"135702_565, May, 2011.xls",4,69,0,0,0,14,20,2,18,13,27,0,1
"135703_567, May, 2011.xls",4,92,0,0,0,14,23,2,23,20,27,0,1
"135704_566, May, 2011.xls",4,64,0,0,0,11,16,1,16,13,21,0,1
"135705_561, May, 2011.xls",4,60,0,0,0,13,18,0,19,14,25,0,1
"135707_567, June 2011.xls",4,72,0,0,0,13,20,1,20,16,25,0,1
135708_2.11-2.23.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135709_NH March Expenses.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135711_Book1.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
135722_STRATFOR INVOICE 041011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135723_Noonan Expenses- China IPR.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135726_4.11 - 4.25.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135730_2011 EXPENSE REPORT - Ukraine.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135741_110526 Expense Report.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135749_CIS Update 4-1-11.xls,3,3,0,0,0,3,3,3,0,1,5,0,0
135755_Guardian - September 2011.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135758_110902- Noonan expense report.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135760_New Customer Form.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
135765_TS_20110910.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135771_Dubliin Trip.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135776_Expense report Antonia July.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135780_Stratfor Expense Report 110214.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
"135784_535, August 2011.xls",0,0,0,0,0,0,0,0,0,0,0,0,0
135787_Feb 2011 Austin Trip final.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135791_AUGUST STRATFOR Expense Report Form 2011-1.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
135794_Corporate Order Form Texas Region as of 11-29-10.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
"135795_531, August 2011.xls",2,161,0,0,0,10,40,29,17,41,11,0,1
"135796_512, August 2011.xls",2,70,0,0,0,5,15,11,13,18,7,0,1
"135797_533, August 2011.xls",2,110,0,0,0,6,19,14,15,28,8,0,1
135799_2011 Vendor List.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1358_GIA-CIS Metrics Nov06.xls,5,399,0,0,0,70,66,116,57,9,165,0,0
135809_Exp report ANTONIA-april.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
135813_May CC Statement.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
"135814_Time Sheet 4 - May 10, 2011.xlsx",3,33,0,0,0,4,12,1,6,25,8,0,1
135815_JDTimesheet5_10_11-1.xlsx,1,33,0,0,0,3,9,1,5,28,4,0,0
135816_stratfor time sheet 10_9_11.xls,1,4,0,0,0,1,0,0,1,4,1,0,0
135827_Guardian June2011.xls,1,200,0,0,0,0,0,66,6,74,0,0,0
135830_2011 - Texas Capital Bank Credit Card.xlsx,9,3,0,0,0,3,0,3,0,1,3,0,0
135833_Pay2File - 10-15-2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
135834_HSA Contributions 10-17-2011.xlsx,1,4,0,0,0,3,2,2,2,2,3,0,0
135836_CIS Update 6-1-11.xls,3,4,0,0,0,4,15,4,0,1,4,0,0
135851_2011 EXPENSE REPORT - oct - Antonia .xlsx,2,51,0,0,0,14,9,15,2,18,17,0,0
135856_STRATFOR INVOICE 081011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
135863_TAXI.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135866_Farnham.xlsx,1,2,0,0,0,2,4,2,0,1,4,0,0
135870_2011.xls,1,33,0,0,0,3,9,1,5,28,4,0,0
135877_Aug 2011 EXPENSE REPORT_KMH.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
135879_SYDNEY FLIGHT.xlsx,2,49,0,0,0,13,6,11,2,19,13,0,0
1359_Customer Service Daily Report Sept06.xls,16,3262,16,2,0,801,768,140,689,64,810,0,0
135903_CIS Update 9-1-11.xls,1,6,0,0,0,6,7,6,0,1,6,0,0
135905_Dell Balance Report.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
135906_CIS Update 7-1-11.xls,3,4,0,0,0,3,2,2,1,2,3,0,0
"135907_563, June 2011.xls",4,51,0,0,0,12,14,1,15,10,23,0,1
"135908_562, June 2011.xls",4,107,0,0,0,20,31,6,25,31,39,0,1
135909_expenses guest lunch 12062011.xlsx,2,48,0,0,0,14,6,12,2,18,14,0,0
135911_Group Term Life-2.xlsx,2,275,0,0,0,5,6,0,6,87,11,0,0
135913_stratfor time sheet 12_9_11.xls,1,5,0,0,0,3,3,2,2,3,3,0,0
135915_STRATFOR Time Sheet_Siree.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
